0. 0.
0.00987654 0.11111111
0.01728395 0.22222222
0.02222222 0.33333333
0.02469136 0.44444444
0.02469136 0.55555556
0.02222222 0.66666667
0.01728395 0.77777778
0.00987654 0.88888889
0. 1.
